"","year","state","income","lfpr"
"31399",1996,25,40,1
"31400",1999,25,40,1
"31401",2004,25,40,1
"31402",2012,25,40,1
"31403",2013,25,40,1
"31404",2014,25,40,1
"31405",2015,25,40,1
"31406",1999,26,40,1
"31407",2004,26,40,1
"31408",2009,26,40,1
"31409",2011,26,40,1
"31410",2012,26,40,1
"31411",2013,26,40,1
"31412",2014,26,40,1
"31413",2003,27,40,1
"31414",2004,27,40,0.94
"31415",2006,27,40,1
"31416",2009,27,40,1
"31417",2011,27,40,1
"31418",2012,27,40,1
"31419",2014,27,40,1
"31420",2015,27,40,1
"31421",2004,28,40,1
"31422",2009,28,40,1
"31423",2015,28,40,1
"31424",2004,29,40,1
"31425",2011,29,40,1
"31426",2012,29,40,1
"31427",2013,29,40,1
"31428",2015,29,40,1
"31429",2003,30,40,1
"31430",2004,30,40,1
"31431",2009,30,40,1
"31432",2011,30,40,1
"31433",1999,31,40,1
"31434",2004,31,40,1
"31435",2009,31,40,1
"31436",2011,31,40,1
"31437",2015,31,40,1
"31438",2004,32,40,1
"31439",2006,32,40,1
"31440",2009,32,40,1
"31441",2011,32,40,1
"31442",2012,32,40,1
"31443",2013,32,40,1
"31444",2015,32,40,1
"31445",2004,33,40,1
"31446",2009,33,40,1
"31447",2011,33,40,1
"31448",2012,33,40,1
"31449",2013,33,40,1
"31450",2014,33,40,1
"31451",2015,33,40,1
"31452",1999,34,40,1
"31453",2004,34,40,1
"31454",2006,34,40,1
"31455",2009,34,40,0.5
"31456",2011,34,40,1
"31457",2013,34,40,1
"31458",2014,34,40,1
"31459",2015,34,40,1
"31460",2004,35,40,1
"31461",2009,35,40,1
"31462",2011,35,40,1
"31463",1996,36,40,1
"31464",1999,36,40,1
"31465",2004,36,40,1
"31466",2006,36,40,1
"31467",2009,36,40,0.8
"31468",2011,36,40,1
"31469",2012,36,40,1
"31470",2013,36,40,1
"31471",2014,36,40,1
"31472",2015,36,40,1
"31473",1999,37,40,1
"31474",2004,37,40,1
"31475",2011,37,40,1
"31476",2012,37,40,1
"31477",2013,37,40,1
"31478",2004,38,40,1
"31479",2011,38,40,1
"31480",2013,38,40,1
"31481",1999,39,40,1
"31482",2004,39,40,1
"31483",2009,39,40,1
"31484",2013,39,40,1
"31485",2014,39,40,1
"31486",2015,39,40,1
"31487",2004,40,40,1
"31488",2009,40,40,1
"31489",2013,40,40,1
"31490",1999,41,40,1
"31491",2004,41,40,1
"31492",2009,41,40,1
"31493",2011,41,40,0.5
"31494",1999,42,40,1
"31495",2004,42,40,1
"31496",2006,42,40,1
"31497",2011,42,40,1
"31498",2012,42,40,1
"31499",2013,42,40,1
"31500",2014,42,40,1
"31501",2015,42,40,1
"31502",1999,44,40,1
"31503",2004,44,40,1
"31504",2011,44,40,1
"31505",2013,44,40,1
"31506",2014,44,40,1
"31507",1999,45,40,1
"31508",2004,45,40,1
"31509",2009,45,40,1
"31510",2014,45,40,1
"31511",2015,45,40,1
"31512",2003,46,40,1
"31513",2004,46,40,1
"31514",2010,46,40,1
"31515",2011,46,40,1
"31516",2014,46,40,1
"31517",2015,46,40,1
"31518",1999,47,40,1
"31519",2004,47,40,1
"31520",2009,47,40,1
"31521",2015,47,40,1
"31522",1999,48,40,1
"31523",2004,48,40,1
"31524",2006,48,40,1
"31525",2009,48,40,1
"31526",2011,48,40,1
"31527",2012,48,40,1
"31528",2013,48,40,1
"31529",2014,48,40,1
"31530",2015,48,40,1
"31531",2004,49,40,1
"31532",2009,49,40,1
"31533",2013,49,40,1
"31534",2015,49,40,1
"31535",1999,50,40,1
"31536",2004,50,40,1
"31537",2009,50,40,0.67
"31538",2015,50,40,1
"31539",2004,51,40,1
"31540",2009,51,40,1
"31541",2011,51,40,1
"31542",2012,51,40,1
"31543",2013,51,40,1
"31544",2014,51,40,1
"31545",1999,53,40,1
"31546",2002,53,40,1
"31547",2004,53,40,1
"31548",2014,53,40,1
"31549",2015,53,40,1
"31550",2004,54,40,1
"31551",2011,54,40,1
"31552",2004,55,40,1
"31553",2006,55,40,1
"31554",2009,55,40,1
"31555",2012,55,40,1
"31556",2013,55,40,1
"31557",2003,56,40,1
"31558",2004,56,40,1
"31559",2009,56,40,1
"31560",2012,56,40,1
"31561",2010,1,41,1
"31562",2004,2,41,1
"31563",2006,2,41,1
"31564",2009,2,41,1
"31565",2010,2,41,1
"31566",2010,4,41,1
"31567",2009,5,41,1
"31568",2010,5,41,1
"31569",2004,6,41,1
"31570",2006,6,41,1
"31571",2009,6,41,1
"31572",2010,6,41,0.99
"31573",2006,8,41,1
"31574",2009,8,41,1
"31575",2010,8,41,0.94
"31576",2006,9,41,1
"31577",2009,9,41,1
"31578",2010,9,41,1
"31579",2012,9,41,1
"31580",2004,10,41,1
"31581",2006,10,41,1
"31582",2009,10,41,1
"31583",2010,10,41,1
"31584",2004,11,41,1
"31585",2006,11,41,1
"31586",2009,11,41,1
"31587",2010,11,41,1
"31588",2003,12,41,1
"31589",2006,12,41,1
"31590",2009,12,41,1
"31591",2010,12,41,1
"31592",2009,13,41,1
"31593",2010,13,41,1
"31594",2006,15,41,1
"31595",2009,15,41,1
"31596",2010,15,41,1
"31597",2009,16,41,1
"31598",2010,16,41,1
"31599",2006,17,41,1
"31600",2009,17,41,1
"31601",2010,17,41,1
"31602",2010,18,41,1
"31603",2011,18,41,1
"31604",2003,19,41,1
"31605",2010,19,41,1
"31606",2004,20,41,1
"31607",2006,20,41,1
"31608",2009,20,41,1
"31609",2010,20,41,1
"31610",2009,21,41,1
"31611",2010,21,41,1
"31612",2010,22,41,1
"31613",2006,23,41,1
"31614",2009,23,41,1
"31615",2010,23,41,1
"31616",2004,24,41,1
"31617",2006,24,41,1
"31618",2009,24,41,1
"31619",2010,24,41,1
"31620",2006,25,41,1
"31621",2009,25,41,1
"31622",2010,25,41,1
"31623",2006,26,41,1
"31624",2009,26,41,1
"31625",2010,26,41,1
"31626",2013,26,41,1
"31627",2004,27,41,1
"31628",2006,27,41,1
"31629",2009,27,41,1
"31630",2010,27,41,1
"31631",2011,27,41,1
"31632",2006,28,41,1
"31633",2010,28,41,1
"31634",2006,29,41,1
"31635",2010,29,41,1
"31636",2004,30,41,1
"31637",2006,30,41,1
"31638",2009,30,41,1
"31639",2010,30,41,1
"31640",2010,31,41,1
"31641",2004,32,41,1
"31642",2006,32,41,1
"31643",2010,32,41,0.93
"31644",2006,33,41,1
"31645",2009,33,41,1
"31646",2010,33,41,1
"31647",2004,34,41,1
"31648",2006,34,41,1
"31649",2009,34,41,1
"31650",2010,34,41,0.97
"31651",1996,35,41,1
"31652",2009,35,41,1
"31653",2010,35,41,1
"31654",1999,36,41,1
"31655",2004,36,41,1
"31656",2006,36,41,1
"31657",2009,36,41,1
"31658",2010,36,41,0.97
"31659",2009,37,41,1
"31660",2010,37,41,1
"31661",2006,38,41,1
"31662",2010,38,41,1
"31663",2004,39,41,1
"31664",2009,39,41,1
"31665",2010,39,41,0.92
"31666",2006,40,41,1
"31667",2009,40,41,1
"31668",2010,40,41,1
"31669",2009,41,41,1
"31670",2010,41,41,1
"31671",2003,42,41,1
"31672",2004,42,41,1
"31673",2006,42,41,1
"31674",2009,42,41,1
"31675",2010,42,41,1
"31676",2013,42,41,1
"31677",2006,44,41,1
"31678",2009,44,41,1
"31679",2010,44,41,1
"31680",2004,45,41,0
"31681",2009,45,41,1
"31682",2010,45,41,1
"31683",2009,46,41,1
"31684",2010,46,41,1
"31685",2014,46,41,1
"31686",1996,47,41,1
"31687",2006,47,41,1
"31688",2009,47,41,1
"31689",2010,47,41,1
"31690",2003,48,41,1
"31691",2006,48,41,1
"31692",2009,48,41,0.75
"31693",2010,48,41,1
"31694",2006,49,41,1
"31695",2009,49,41,1
"31696",2010,49,41,1
"31697",2006,50,41,1
"31698",2009,50,41,1
"31699",2010,50,41,0.75
"31700",2006,51,41,1
"31701",2009,51,41,1
"31702",2010,51,41,0.96
"31703",2006,53,41,1
"31704",2009,53,41,1
"31705",2010,53,41,1
"31706",2009,54,41,1
"31707",2006,55,41,1
"31708",2010,55,41,0.92
"31709",2009,56,41,1
"31710",2010,56,41,0.83
"31711",2005,1,42,1
"31712",2006,1,42,1
"31713",2007,1,42,1
"31714",2008,1,42,1
"31715",2005,2,42,1
"31716",2006,2,42,1
"31717",2007,2,42,1
"31718",2008,2,42,1
"31719",2010,2,42,1
"31720",1999,4,42,1
"31721",2005,4,42,1
"31722",2006,4,42,1
"31723",2007,4,42,1
"31724",2008,4,42,1
"31725",2009,4,42,1
"31726",2010,4,42,1
"31727",2005,5,42,1
"31728",2006,5,42,1
"31729",2008,5,42,1
"31730",2010,5,42,1
"31731",1999,6,42,1
"31732",2003,6,42,1
"31733",2004,6,42,1
"31734",2005,6,42,1
"31735",2006,6,42,0.98
"31736",2007,6,42,1
"31737",2008,6,42,0.98
"31738",2009,6,42,0.83
"31739",2010,6,42,1
"31740",2011,6,42,1
"31741",2012,6,42,1
"31742",2013,6,42,1
"31743",2005,8,42,0.9
"31744",2006,8,42,1
"31745",2007,8,42,1
"31746",2008,8,42,1
"31747",2009,8,42,1
"31748",2010,8,42,1
"31749",2011,8,42,1
"31750",2013,8,42,1
"31751",1999,9,42,1
"31752",2005,9,42,1
"31753",2006,9,42,1
"31754",2007,9,42,1
"31755",2008,9,42,0.96
"31756",2010,9,42,0.8
"31757",2005,10,42,1
"31758",2006,10,42,1
"31759",2007,10,42,1
"31760",2008,10,42,1
"31761",2010,10,42,1
"31762",2005,11,42,1
"31763",2006,11,42,1
"31764",2007,11,42,0.83
"31765",2008,11,42,0.95
"31766",2009,11,42,1
"31767",2010,11,42,1
"31768",2011,11,42,1
"31769",2014,11,42,1
"31770",1999,12,42,1
"31771",2005,12,42,0.96
"31772",2006,12,42,1
"31773",2007,12,42,1
"31774",2008,12,42,1
"31775",2010,12,42,1
"31776",2014,12,42,1
"31777",2005,13,42,1
"31778",2006,13,42,1
"31779",2008,13,42,1
"31780",2010,13,42,1
"31781",2013,13,42,1
"31782",2005,15,42,1
"31783",2006,15,42,1
"31784",2008,15,42,1
"31785",2009,15,42,1
"31786",2012,15,42,1
"31787",2014,15,42,1
"31788",2005,16,42,1
"31789",2006,16,42,1
"31790",2008,16,42,1
"31791",2013,16,42,1
"31792",2005,17,42,1
"31793",2006,17,42,1
"31794",2007,17,42,1
"31795",2008,17,42,1
"31796",2010,17,42,1
"31797",2011,17,42,1
"31798",2013,17,42,1
"31799",2014,17,42,1
"31800",2005,18,42,1
"31801",2006,18,42,1
"31802",2007,18,42,1
"31803",2008,18,42,1
"31804",2010,18,42,1
"31805",2005,19,42,1
"31806",2006,19,42,1
"31807",2008,19,42,1
"31808",2004,20,42,1
"31809",2005,20,42,1
"31810",2006,20,42,1
"31811",2008,20,42,1
"31812",2005,21,42,1
"31813",2006,21,42,1
"31814",2007,21,42,1
"31815",2008,21,42,1
"31816",2013,21,42,1
"31817",2005,22,42,1
"31818",2006,22,42,1
"31819",2008,22,42,1
"31820",2010,22,42,1
"31821",2005,23,42,1
"31822",2006,23,42,1
"31823",2007,23,42,1
"31824",2008,23,42,1
"31825",2009,23,42,0.5
"31826",2005,24,42,0.95
"31827",2006,24,42,1
"31828",2007,24,42,1
"31829",2008,24,42,1
"31830",2009,24,42,1
"31831",2010,24,42,1
"31832",2005,25,42,1
"31833",2006,25,42,1
"31834",2007,25,42,1
"31835",2008,25,42,1
"31836",2009,25,42,1
"31837",2010,25,42,1
"31838",2005,26,42,1
"31839",2006,26,42,1
"31840",2007,26,42,1
"31841",2008,26,42,1
"31842",2010,26,42,0.5
"31843",2012,26,42,1
"31844",2005,27,42,1
"31845",2006,27,42,1
"31846",2007,27,42,1
"31847",2008,27,42,1
"31848",2013,27,42,1
"31849",2014,27,42,1
"31850",2005,28,42,1
"31851",2006,28,42,1
"31852",2008,28,42,1
"31853",2010,28,42,1
"31854",1999,29,42,1
"31855",2005,29,42,1
"31856",2006,29,42,1
"31857",2007,29,42,1
"31858",2008,29,42,0.86
"31859",2010,29,42,1
"31860",2005,30,42,1
"31861",2006,30,42,1
"31862",2007,30,42,1
"31863",2008,30,42,1
"31864",2012,30,42,1
"31865",2005,31,42,1
"31866",2006,31,42,1
"31867",2008,31,42,1
"31868",1999,32,42,1
"31869",2005,32,42,1
"31870",2006,32,42,1
"31871",2007,32,42,1
"31872",2008,32,42,1
"31873",2009,32,42,1
"31874",2010,32,42,1
"31875",2014,32,42,1
"31876",2005,33,42,1
"31877",2006,33,42,1
"31878",2007,33,42,1
"31879",2008,33,42,1
"31880",2009,33,42,1
"31881",2010,33,42,1
"31882",2011,33,42,1
"31883",2013,33,42,1
"31884",1998,34,42,1
"31885",1999,34,42,1
"31886",2004,34,42,1
"31887",2005,34,42,0.96
"31888",2006,34,42,1
"31889",2007,34,42,1
"31890",2008,34,42,1
"31891",2009,34,42,1
"31892",2010,34,42,1
"31893",2014,34,42,1
"31894",2005,35,42,1
"31895",2006,35,42,1
"31896",2007,35,42,1
"31897",2008,35,42,1
"31898",2010,35,42,1
"31899",1999,36,42,1
"31900",2005,36,42,1
"31901",2006,36,42,1
"31902",2007,36,42,1
"31903",2008,36,42,1
"31904",2009,36,42,1
"31905",2010,36,42,1
"31906",2014,36,42,1
"31907",2005,37,42,1
"31908",2006,37,42,1
"31909",2007,37,42,1
"31910",2008,37,42,1
"31911",2010,37,42,1
"31912",2015,37,42,1
"31913",2005,38,42,1
"31914",2006,38,42,1
"31915",2008,38,42,1
"31916",1999,39,42,1
"31917",2005,39,42,1
"31918",2006,39,42,1
"31919",2008,39,42,1
"31920",2009,39,42,1
"31921",2010,39,42,1
"31922",2011,39,42,1
"31923",2005,40,42,1
"31924",2006,40,42,1
"31925",2008,40,42,1
"31926",2005,41,42,1
"31927",2006,41,42,1
"31928",2007,41,42,1
"31929",2008,41,42,1
"31930",2014,41,42,1
"31931",1999,42,42,1
"31932",2004,42,42,1
"31933",2005,42,42,1
"31934",2006,42,42,1
"31935",2007,42,42,1
"31936",2008,42,42,0.9
"31937",2010,42,42,1
"31938",2011,42,42,1
"31939",2012,42,42,1
"31940",2004,44,42,1
"31941",2005,44,42,1
"31942",2006,44,42,1
"31943",2007,44,42,1
"31944",2008,44,42,1
"31945",2010,44,42,1
"31946",2005,45,42,1
"31947",2006,45,42,1
"31948",2007,45,42,1
"31949",2008,45,42,1
"31950",2005,46,42,1
"31951",2006,46,42,1
"31952",2007,46,42,1
"31953",2008,46,42,1
"31954",2005,47,42,1
"31955",2006,47,42,1
"31956",2008,47,42,1
"31957",2010,47,42,1
"31958",1999,48,42,1
"31959",2005,48,42,1
"31960",2006,48,42,1
"31961",2007,48,42,1
"31962",2008,48,42,1
"31963",2009,48,42,0.5
"31964",2010,48,42,1
"31965",2013,48,42,1
"31966",2005,49,42,1
"31967",2006,49,42,0.67
"31968",2008,49,42,1
"31969",2010,49,42,1
"31970",2005,50,42,1
"31971",2006,50,42,1
"31972",2008,50,42,1
"31973",1999,51,42,1
"31974",2005,51,42,0.94
"31975",2006,51,42,1
"31976",2007,51,42,1
"31977",2008,51,42,1
"31978",1998,53,42,1
"31979",2005,53,42,1
"31980",2006,53,42,1
"31981",2007,53,42,1
"31982",2008,53,42,1
"31983",2009,53,42,1
"31984",2005,54,42,1
"31985",2006,54,42,1
"31986",2008,54,42,1
"31987",2005,55,42,1
"31988",2006,55,42,1
"31989",2007,55,42,1
"31990",2008,55,42,1
"31991",2006,56,42,1
"31992",2007,56,42,1
"31993",2008,56,42,1
"31994",2009,56,42,1
"31995",2004,1,43,1
"31996",2005,1,43,1
"31997",2010,1,43,1
"31998",2010,2,43,1
"31999",2014,2,43,1
"32000",2010,4,43,1
"32001",2014,5,43,1
"32002",2002,6,43,0.5
"32003",2004,6,43,1
"32004",2005,6,43,1
"32005",2006,6,43,1
"32006",2008,6,43,1
"32007",2010,6,43,0.95
"32008",2014,6,43,1
"32009",2015,6,43,1
"32010",2002,8,43,1
"32011",2008,8,43,1
"32012",2010,8,43,1
"32013",2014,8,43,1
"32014",2004,9,43,1
"32015",2006,9,43,1
"32016",2008,9,43,1
"32017",2010,9,43,1
"32018",2011,9,43,1
"32019",2008,10,43,1
"32020",2010,10,43,1
"32021",2003,11,43,1
"32022",2004,11,43,1
"32023",2010,11,43,1
"32024",2011,11,43,1
"32025",2013,11,43,1
"32026",2002,12,43,1
"32027",2004,12,43,1
"32028",2005,12,43,1
"32029",2008,12,43,1
"32030",2010,12,43,1
"32031",2011,12,43,1
"32032",2008,13,43,1
"32033",2010,13,43,1
"32034",2010,15,43,1
"32035",2004,16,43,1
"32036",2004,17,43,1
"32037",2005,17,43,1
"32038",2010,17,43,1
"32039",2011,17,43,1
"32040",2013,17,43,1
"32041",2014,17,43,1
"32042",2004,18,43,1
"32043",2005,18,43,1
"32044",2007,19,43,1
"32045",2010,19,43,1
"32046",2007,20,43,1
"32047",2010,20,43,1
"32048",2011,20,43,1
"32049",2005,21,43,1
"32050",2010,21,43,1
"32051",2004,22,43,1
"32052",2013,22,43,1
"32053",2010,23,43,1
"32054",2006,24,43,1
"32055",2008,24,43,1
"32056",2010,24,43,1
"32057",2011,24,43,1
"32058",2012,24,43,1
"32059",2004,25,43,1
"32060",2010,25,43,1
"32061",2014,25,43,1
"32062",2015,25,43,1
"32063",2002,26,43,1
"32064",2003,26,43,1
"32065",2010,26,43,1
"32066",2006,27,43,1
"32067",2008,27,43,1
"32068",2010,27,43,1
"32069",2013,27,43,1
"32070",2005,28,43,1
"32071",2010,28,43,1
"32072",2010,29,43,1
"32073",2010,30,43,1
"32074",2005,31,43,1
"32075",2010,31,43,1
"32076",2004,32,43,1
"32077",2010,32,43,1
"32078",2010,33,43,1
"32079",2014,33,43,1
"32080",2004,34,43,1
"32081",2010,34,43,1
"32082",2004,35,43,1
"32083",2008,35,43,1
"32084",2010,35,43,1
"32085",2005,36,43,1
"32086",2006,36,43,1
"32087",2008,36,43,1
"32088",2010,36,43,1
"32089",2012,36,43,1
"32090",2013,36,43,1
"32091",2015,36,43,1
"32092",2003,37,43,1
"32093",2008,37,43,1
"32094",2010,37,43,1
"32095",2011,37,43,1
"32096",2005,38,43,1
"32097",2010,38,43,1
"32098",2002,39,43,1
"32099",2005,39,43,1
"32100",2010,39,43,1
"32101",2008,40,43,1
"32102",2010,40,43,1
"32103",2005,41,43,1
"32104",2007,41,43,1
"32105",2010,41,43,1
"32106",2013,41,43,1
"32107",2008,42,43,1
"32108",2010,42,43,1
"32109",2011,42,43,1
"32110",2013,42,43,1
"32111",2005,44,43,1
"32112",2006,44,43,1
"32113",2008,44,43,1
"32114",2010,44,43,1
"32115",2010,45,43,1
"32116",2006,46,43,1
"32117",2008,46,43,1
"32118",2010,46,43,1
"32119",2010,47,43,1
"32120",2004,48,43,1
"32121",2005,48,43,1
"32122",2008,48,43,1
"32123",2010,48,43,0.88
"32124",2005,49,43,1
"32125",2008,49,43,1
"32126",2010,49,43,1
"32127",2010,50,43,1
"32128",2005,51,43,1
"32129",2006,51,43,1
"32130",2010,51,43,1
"32131",2014,51,43,1
"32132",2004,53,43,1
"32133",2006,53,43,1
"32134",2010,53,43,1
"32135",2012,53,43,1
"32136",2015,53,43,1
"32137",2004,55,43,1
"32138",2006,55,43,1
"32139",2007,55,43,1
"32140",2008,55,43,1
"32141",2010,55,43,1
"32142",2008,56,43,1
"32143",2013,56,43,1
"32144",2005,1,44,0
"32145",2007,1,44,1
"32146",2007,2,44,1
"32147",2010,2,44,1
"32148",2007,4,44,1
"32149",2007,5,44,1
"32150",2010,5,44,1
"32151",2003,6,44,1
"32152",2004,6,44,1
"32153",2006,6,44,1
"32154",2007,6,44,1
"32155",2009,6,44,1
"32156",2010,6,44,1
"32157",2015,6,44,1
"32158",2007,8,44,1
"32159",2005,9,44,1
"32160",2006,9,44,1
"32161",2007,9,44,1
"32162",2009,9,44,1
"32163",2010,9,44,1
"32164",2012,9,44,1
"32165",2015,9,44,1
"32166",2007,10,44,1
"32167",2003,11,44,1
"32168",2007,11,44,1
"32169",2014,11,44,1
"32170",1998,12,44,1
"32171",2004,12,44,1
"32172",2006,12,44,1
"32173",2007,12,44,1
"32174",2009,12,44,1
"32175",2003,13,44,1
"32176",2007,13,44,1
"32177",2009,13,44,1
"32178",2003,15,44,1
"32179",2005,15,44,0
"32180",2007,15,44,1
"32181",2010,15,44,1
"32182",2007,16,44,1
"32183",2003,17,44,0
"32184",2006,17,44,1
"32185",2007,17,44,1
"32186",2009,17,44,1
"32187",2010,17,44,1
"32188",2007,18,44,1
"32189",2007,19,44,1
"32190",2003,20,44,1
"32191",2007,20,44,1
"32192",2007,21,44,1
"32193",2003,22,44,1
"32194",2007,22,44,1
"32195",2012,22,44,1
"32196",2007,23,44,1
"32197",2007,24,44,1
"32198",2009,24,44,1
"32199",2007,25,44,1
"32200",2003,26,44,1
"32201",2007,26,44,1
"32202",2005,27,44,1
"32203",2007,27,44,1
"32204",2009,27,44,1
"32205",2003,28,44,1
"32206",2007,29,44,1
"32207",2007,31,44,1
"32208",2007,32,44,1
"32209",2009,32,44,1
"32210",2010,32,44,1
"32211",2007,33,44,1
"32212",2009,33,44,1
"32213",2010,33,44,1
"32214",2012,33,44,1
"32215",1998,34,44,1
"32216",1999,34,44,0
"32217",2003,34,44,1
"32218",2007,34,44,1
"32219",2009,34,44,1
"32220",2015,34,44,1
"32221",1998,35,44,1
"32222",2007,35,44,1
"32223",1998,36,44,1
"32224",1999,36,44,0
"32225",2003,36,44,1
"32226",2007,36,44,1
"32227",2009,36,44,1
"32228",1998,37,44,0
"32229",2003,37,44,1
"32230",2007,37,44,1
"32231",2007,38,44,1
"32232",2011,38,44,1
"32233",1998,39,44,0
"32234",2003,39,44,0.67
"32235",2007,39,44,0.92
"32236",2009,39,44,1
"32237",2005,40,44,1
"32238",2007,40,44,1
"32239",2007,41,44,1
"32240",2008,41,44,1
"32241",2003,42,44,1
"32242",2007,42,44,1
"32243",2009,42,44,1
"32244",2013,42,44,1
"32245",2003,44,44,1
"32246",2007,44,44,1
"32247",2008,44,44,1
"32248",2009,44,44,1
"32249",2010,44,44,1
"32250",2015,44,44,0
"32251",2003,45,44,1
"32252",2007,45,44,1
"32253",2009,45,44,1
"32254",2004,46,44,1
"32255",2007,46,44,1
"32256",2008,46,44,1
"32257",2007,47,44,1
"32258",2003,48,44,1
"32259",2007,48,44,1
"32260",2009,48,44,1
"32261",2007,49,44,1
"32262",2007,50,44,1
"32263",1998,51,44,1
"32264",2003,51,44,0
"32265",2007,51,44,1
"32266",2008,51,44,1
"32267",2009,51,44,1
"32268",2007,53,44,1
"32269",2007,54,44,1
"32270",2007,55,44,1
"32271",2007,56,44,1
"32272",2009,56,44,1
"32273",2010,56,44,1
"32274",2007,1,45,1
"32275",2007,2,45,0.5
"32276",2008,2,45,1
"32277",2005,4,45,1
"32278",2011,4,45,1
"32279",2013,4,45,1
"32280",2007,5,45,1
"32281",2008,5,45,1
"32282",2013,5,45,1
"32283",2014,5,45,1
"32284",1997,6,45,1
"32285",2007,6,45,1
"32286",2008,6,45,0.88
"32287",2011,6,45,1
"32288",2012,6,45,1
"32289",2014,6,45,1
"32290",2015,6,45,1
"32291",2007,8,45,1
"32292",2008,8,45,1
"32293",2012,8,45,1
"32294",2014,8,45,1
"32295",2007,9,45,1
"32296",2008,9,45,0.5
"32297",2011,9,45,1
"32298",2013,9,45,1
"32299",2014,9,45,1
"32300",2015,9,45,1
"32301",2008,10,45,0
"32302",2015,10,45,1
"32303",1997,11,45,1
"32304",2007,11,45,1
"32305",2008,11,45,0
"32306",2011,11,45,1
"32307",2014,11,45,1
"32308",2007,12,45,1
"32309",2008,12,45,0.8
"32310",1997,13,45,1
"32311",2008,13,45,1
"32312",2011,13,45,1
"32313",2007,15,45,1
"32314",2007,16,45,1
"32315",2012,16,45,1
"32316",2007,17,45,1
"32317",2008,17,45,1
"32318",2011,17,45,1
"32319",1997,18,45,1
"32320",2007,18,45,1
"32321",2008,18,45,1
"32322",2008,19,45,0
"32323",2007,20,45,1
"32324",2008,20,45,1
"32325",2011,20,45,1
"32326",2014,20,45,1
"32327",2015,20,45,1
"32328",2008,21,45,1
"32329",2007,22,45,1
"32330",2008,22,45,1
"32331",2011,23,45,1
"32332",2015,23,45,1
"32333",2008,24,45,1
"32334",2013,24,45,1
"32335",2011,25,45,1
"32336",2015,25,45,1
"32337",2007,26,45,0
"32338",2008,26,45,0.67
"32339",2011,26,45,1
"32340",2014,26,45,1
"32341",2013,27,45,1
"32342",2007,28,45,0
"32343",2008,28,45,1
"32344",2010,28,45,1
"32345",2012,28,45,1
"32346",2014,28,45,1
"32347",2007,29,45,1
"32348",2008,29,45,1
"32349",2011,29,45,1
"32350",2013,29,45,1
"32351",2014,29,45,1
"32352",2014,30,45,1
"32353",2007,31,45,0
"32354",2011,31,45,1
"32355",2007,32,45,1
"32356",2008,32,45,1
"32357",2011,32,45,1
"32358",2012,32,45,1
"32359",2008,33,45,1
"32360",1997,34,45,1
"32361",2005,34,45,1
"32362",2007,34,45,1
"32363",2008,34,45,0.5
"32364",2011,34,45,1
"32365",2012,34,45,1
"32366",2013,34,45,1
"32367",2015,34,45,1
"32368",1997,35,45,1
"32369",2008,35,45,0
"32370",1997,36,45,1
"32371",2007,36,45,1
"32372",2008,36,45,0.5
"32373",2011,36,45,1
"32374",2012,36,45,1
"32375",2013,36,45,1
"32376",2014,36,45,1
"32377",2015,36,45,1
"32378",2008,37,45,1
"32379",2008,38,45,1
"32380",2013,39,45,1
"32381",2014,39,45,1
"32382",2007,40,45,1
"32383",2008,40,45,1
"32384",2010,40,45,1
"32385",2011,40,45,1
"32386",2015,40,45,1
"32387",2011,41,45,1
"32388",2013,41,45,1
"32389",2014,42,45,1
"32390",2008,44,45,1
"32391",2012,44,45,1
"32392",2007,46,45,1
"32393",2008,46,45,1
"32394",2005,47,45,1
"32395",2008,47,45,1
"32396",1997,48,45,1
"32397",2007,48,45,1
"32398",2008,48,45,0.5
"32399",2012,48,45,1
"32400",2013,48,45,1
"32401",2014,48,45,0.5
"32402",2015,48,45,1
"32403",2008,49,45,1
"32404",2011,49,45,1
"32405",2008,50,45,1
"32406",2011,50,45,1
"32407",1997,51,45,1
"32408",2007,51,45,1
"32409",2011,51,45,1
"32410",2012,51,45,1
"32411",2008,53,45,1
"32412",2014,53,45,1
"32413",2007,54,45,1
"32414",2014,54,45,1
"32415",2008,55,45,0.75
"32416",2007,56,45,1
"32417",2011,1,46,1
"32418",1996,2,46,1
"32419",2009,4,46,1
"32420",1996,6,46,1
"32421",2004,6,46,1
"32422",2007,6,46,1
"32423",2009,6,46,1
"32424",2012,6,46,1
"32425",2014,6,46,1
"32426",2015,6,46,1
"32427",2006,9,46,1
"32428",2009,9,46,1
"32429",2011,9,46,1
"32430",2014,9,46,1
"32431",1996,11,46,1
"32432",2013,12,46,1
"32433",1996,13,46,1
"32434",2011,13,46,1
"32435",2009,15,46,1
"32436",2008,17,46,1
"32437",2012,17,46,1
"32438",2009,19,46,1
"32439",2009,23,46,1
"32440",2014,23,46,1
"32441",1996,24,46,1
"32442",2015,25,46,1
"32443",2009,26,46,1
"32444",2014,26,46,1
"32445",2015,26,46,1
"32446",2014,33,46,1
"32447",2006,34,46,1
"32448",2015,34,46,1
"32449",2014,36,46,1
"32450",2009,37,46,1
"32451",2015,37,46,1
"32452",2008,39,46,1
"32453",2009,41,46,1
"32454",2006,42,46,1
"32455",2006,44,46,1
"32456",2004,46,46,0
"32457",2007,46,46,1
"32458",1996,48,46,1
"32459",2006,48,46,1
"32460",2011,48,46,1
"32461",2012,48,46,1
"32462",2009,49,46,1
"32463",2009,50,46,1
"32464",1996,53,46,1
"32465",2009,53,46,1
"32466",2007,55,46,1
