"","year","state","income","lfpr"
"8726",1986,22,4,0.98
"8727",1987,22,4,0.94
"8728",1988,22,4,1
"8729",1989,22,4,1
"8730",1990,22,4,0.98
"8731",1991,22,4,0.98
"8732",1992,22,4,1
"8733",1993,22,4,0.98
"8734",1994,22,4,0.96
"8735",1995,22,4,0.97
"8736",1996,22,4,1
"8737",1997,22,4,0.99
"8738",1998,22,4,1
"8739",1999,22,4,0.97
"8740",2000,22,4,0.98
"8741",2001,22,4,0.97
"8742",2002,22,4,0.98
"8743",2003,22,4,0.98
"8744",2004,22,4,0.99
"8745",2005,22,4,1
"8746",2006,22,4,0.98
"8747",2007,22,4,0.97
"8748",2008,22,4,0.96
"8749",2009,22,4,0.98
"8750",2010,22,4,0.97
"8751",2011,22,4,0.95
"8752",2012,22,4,0.99
"8753",2013,22,4,0.98
"8754",2014,22,4,0.97
"8755",2015,22,4,0.99
"8756",1977,23,4,1
"8757",1978,23,4,1
"8758",1979,23,4,1
"8759",1980,23,4,1
"8760",1981,23,4,1
"8761",1982,23,4,1
"8762",1983,23,4,1
"8763",1984,23,4,0.94
"8764",1985,23,4,1
"8765",1986,23,4,1
"8766",1987,23,4,0.96
"8767",1988,23,4,1
"8768",1989,23,4,0.98
"8769",1990,23,4,1
"8770",1991,23,4,0.98
"8771",1992,23,4,0.94
"8772",1993,23,4,0.96
"8773",1994,23,4,0.97
"8774",1995,23,4,1
"8775",1996,23,4,1
"8776",1997,23,4,0.97
"8777",1998,23,4,0.99
"8778",1999,23,4,1
"8779",2000,23,4,0.99
"8780",2001,23,4,1
"8781",2002,23,4,0.99
"8782",2003,23,4,0.98
"8783",2004,23,4,1
"8784",2005,23,4,0.98
"8785",2006,23,4,0.98
"8786",2007,23,4,1
"8787",2008,23,4,0.99
"8788",2009,23,4,1
"8789",2010,23,4,0.99
"8790",2011,23,4,0.96
"8791",2012,23,4,0.98
"8792",2013,23,4,0.99
"8793",2014,23,4,0.95
"8794",2015,23,4,0.98
"8795",1977,24,4,1
"8796",1978,24,4,1
"8797",1979,24,4,1
"8798",1980,24,4,1
"8799",1981,24,4,0.97
"8800",1982,24,4,0.99
"8801",1983,24,4,1
"8802",1984,24,4,0.97
"8803",1985,24,4,0.99
"8804",1986,24,4,0.97
"8805",1987,24,4,1
"8806",1988,24,4,1
"8807",1989,24,4,0.98
"8808",1990,24,4,1
"8809",1991,24,4,0.97
"8810",1992,24,4,0.98
"8811",1993,24,4,0.99
"8812",1994,24,4,0.99
"8813",1995,24,4,1
"8814",1996,24,4,0.99
"8815",1997,24,4,0.99
"8816",1998,24,4,0.98
"8817",1999,24,4,0.99
"8818",2000,24,4,0.99
"8819",2001,24,4,0.99
"8820",2002,24,4,0.99
"8821",2003,24,4,0.98
"8822",2004,24,4,0.97
"8823",2005,24,4,0.98
"8824",2006,24,4,0.98
"8825",2007,24,4,0.97
"8826",2008,24,4,0.97
"8827",2009,24,4,0.98
"8828",2010,24,4,0.98
"8829",2011,24,4,0.98
"8830",2012,24,4,0.99
"8831",2013,24,4,0.98
"8832",2014,24,4,0.98
"8833",2015,24,4,0.96
"8834",1976,25,4,1
"8835",1977,25,4,1
"8836",1978,25,4,0.94
"8837",1979,25,4,1
"8838",1980,25,4,1
"8839",1981,25,4,0.98
"8840",1982,25,4,1
"8841",1983,25,4,1
"8842",1984,25,4,0.99
"8843",1985,25,4,0.99
"8844",1986,25,4,0.98
"8845",1987,25,4,0.99
"8846",1988,25,4,0.99
"8847",1989,25,4,0.99
"8848",1990,25,4,0.98
"8849",1991,25,4,0.99
"8850",1992,25,4,1
"8851",1993,25,4,0.98
"8852",1994,25,4,0.98
"8853",1995,25,4,0.98
"8854",1996,25,4,0.96
"8855",1997,25,4,0.98
"8856",1998,25,4,0.98
"8857",1999,25,4,0.97
"8858",2000,25,4,0.98
"8859",2001,25,4,0.98
"8860",2002,25,4,0.98
"8861",2003,25,4,0.97
"8862",2004,25,4,0.97
"8863",2005,25,4,0.97
"8864",2006,25,4,0.96
"8865",2007,25,4,0.98
"8866",2008,25,4,0.98
"8867",2009,25,4,0.99
"8868",2010,25,4,0.98
"8869",2011,25,4,0.98
"8870",2012,25,4,0.98
"8871",2013,25,4,0.99
"8872",2014,25,4,0.98
"8873",2015,25,4,0.98
"8874",1977,26,4,1
"8875",1978,26,4,0.96
"8876",1979,26,4,1
"8877",1980,26,4,1
"8878",1981,26,4,0.94
"8879",1982,26,4,0.99
"8880",1983,26,4,0.97
"8881",1984,26,4,0.98
"8882",1985,26,4,0.98
"8883",1986,26,4,0.98
"8884",1987,26,4,0.96
"8885",1988,26,4,0.99
"8886",1989,26,4,0.98
"8887",1990,26,4,0.98
"8888",1991,26,4,0.99
"8889",1992,26,4,0.99
"8890",1993,26,4,0.98
"8891",1994,26,4,0.97
"8892",1995,26,4,0.98
"8893",1996,26,4,0.99
"8894",1997,26,4,0.98
"8895",1998,26,4,0.99
"8896",1999,26,4,0.97
"8897",2000,26,4,0.98
"8898",2001,26,4,0.97
"8899",2002,26,4,0.97
"8900",2003,26,4,0.98
"8901",2004,26,4,0.98
"8902",2005,26,4,0.98
"8903",2006,26,4,0.99
"8904",2007,26,4,0.98
"8905",2008,26,4,0.97
"8906",2009,26,4,0.98
"8907",2010,26,4,0.97
"8908",2011,26,4,0.97
"8909",2012,26,4,1
"8910",2013,26,4,0.98
"8911",2014,26,4,0.98
"8912",2015,26,4,0.97
"8913",1977,27,4,1
"8914",1978,27,4,1
"8915",1979,27,4,1
"8916",1980,27,4,1
"8917",1981,27,4,0.95
"8918",1982,27,4,0.95
"8919",1983,27,4,0.98
"8920",1984,27,4,0.98
"8921",1985,27,4,1
"8922",1986,27,4,1
"8923",1987,27,4,0.97
"8924",1988,27,4,1
"8925",1989,27,4,1
"8926",1990,27,4,1
"8927",1991,27,4,1
"8928",1992,27,4,0.97
"8929",1993,27,4,0.99
"8930",1994,27,4,0.98
"8931",1995,27,4,1
"8932",1996,27,4,0.98
"8933",1997,27,4,0.99
"8934",1998,27,4,1
"8935",1999,27,4,0.99
"8936",2000,27,4,0.99
"8937",2001,27,4,0.99
"8938",2002,27,4,0.98
"8939",2003,27,4,0.99
"8940",2004,27,4,0.99
"8941",2005,27,4,0.99
"8942",2006,27,4,0.99
"8943",2007,27,4,0.99
"8944",2008,27,4,1
"8945",2009,27,4,0.98
"8946",2010,27,4,0.99
"8947",2011,27,4,0.98
"8948",2012,27,4,0.99
"8949",2013,27,4,0.99
"8950",2014,27,4,0.98
"8951",2015,27,4,0.98
"8952",1977,28,4,1
"8953",1978,28,4,1
"8954",1979,28,4,1
"8955",1980,28,4,1
"8956",1981,28,4,1
"8957",1982,28,4,0.94
"8958",1983,28,4,1
"8959",1984,28,4,1
"8960",1985,28,4,1
"8961",1986,28,4,0.97
"8962",1987,28,4,0.96
"8963",1988,28,4,1
"8964",1989,28,4,0.97
"8965",1990,28,4,1
"8966",1991,28,4,0.98
"8967",1992,28,4,1
"8968",1993,28,4,0.99
"8969",1994,28,4,1
"8970",1995,28,4,0.99
"8971",1996,28,4,0.96
"8972",1997,28,4,1
"8973",1998,28,4,0.99
"8974",1999,28,4,0.99
"8975",2000,28,4,1
"8976",2001,28,4,1
"8977",2002,28,4,0.98
"8978",2003,28,4,0.97
"8979",2004,28,4,0.99
"8980",2005,28,4,0.99
"8981",2006,28,4,0.99
"8982",2007,28,4,0.98
"8983",2008,28,4,0.97
"8984",2009,28,4,0.98
"8985",2010,28,4,0.95
"8986",2011,28,4,0.98
"8987",2012,28,4,0.98
"8988",2013,28,4,0.98
"8989",2014,28,4,0.97
"8990",2015,28,4,0.98
"8991",1977,29,4,1
"8992",1978,29,4,1
"8993",1979,29,4,1
"8994",1980,29,4,1
"8995",1981,29,4,1
"8996",1982,29,4,1
"8997",1983,29,4,0.98
"8998",1984,29,4,1
"8999",1985,29,4,1
"9000",1986,29,4,1
"9001",1987,29,4,0.99
"9002",1988,29,4,1
"9003",1989,29,4,1
"9004",1990,29,4,0.97
"9005",1991,29,4,1
"9006",1992,29,4,0.99
"9007",1993,29,4,1
"9008",1994,29,4,1
"9009",1995,29,4,1
"9010",1996,29,4,0.99
"9011",1997,29,4,0.98
"9012",1998,29,4,0.98
"9013",1999,29,4,0.95
"9014",2000,29,4,0.98
"9015",2001,29,4,0.99
"9016",2002,29,4,0.98
"9017",2003,29,4,0.98
"9018",2004,29,4,0.98
"9019",2005,29,4,0.98
"9020",2006,29,4,0.99
"9021",2007,29,4,0.99
"9022",2008,29,4,0.98
"9023",2009,29,4,1
"9024",2010,29,4,0.99
"9025",2011,29,4,0.98
"9026",2012,29,4,0.98
"9027",2013,29,4,0.99
"9028",2014,29,4,0.97
"9029",2015,29,4,0.98
"9030",1977,30,4,1
"9031",1978,30,4,1
"9032",1979,30,4,1
"9033",1980,30,4,1
"9034",1981,30,4,0.92
"9035",1982,30,4,1
"9036",1983,30,4,1
"9037",1984,30,4,1
"9038",1985,30,4,0.97
"9039",1986,30,4,0.98
"9040",1987,30,4,0.98
"9041",1988,30,4,1
"9042",1989,30,4,0.98
"9043",1990,30,4,1
"9044",1991,30,4,1
"9045",1992,30,4,1
"9046",1993,30,4,1
"9047",1994,30,4,0.97
"9048",1995,30,4,0.97
"9049",1996,30,4,0.98
"9050",1997,30,4,0.98
"9051",1998,30,4,1
"9052",1999,30,4,0.99
"9053",2000,30,4,0.98
"9054",2001,30,4,0.96
"9055",2002,30,4,0.99
"9056",2003,30,4,0.96
"9057",2004,30,4,0.99
"9058",2005,30,4,0.98
"9059",2006,30,4,1
"9060",2007,30,4,0.99
"9061",2008,30,4,0.96
"9062",2009,30,4,0.98
"9063",2010,30,4,0.98
"9064",2011,30,4,0.97
"9065",2012,30,4,0.99
"9066",2013,30,4,0.96
"9067",2014,30,4,0.97
"9068",2015,30,4,0.99
"9069",1977,31,4,1
"9070",1978,31,4,1
"9071",1979,31,4,1
"9072",1980,31,4,1
"9073",1981,31,4,1
"9074",1982,31,4,1
"9075",1983,31,4,1
"9076",1984,31,4,1
"9077",1985,31,4,0.96
"9078",1986,31,4,0.97
"9079",1987,31,4,0.96
"9080",1988,31,4,0.98
"9081",1989,31,4,1
"9082",1990,31,4,1
"9083",1991,31,4,0.98
"9084",1992,31,4,1
"9085",1993,31,4,1
"9086",1994,31,4,1
"9087",1995,31,4,0.97
"9088",1996,31,4,0.99
"9089",1997,31,4,1
"9090",1998,31,4,1
"9091",1999,31,4,1
"9092",2000,31,4,0.99
"9093",2001,31,4,0.98
"9094",2002,31,4,1
"9095",2003,31,4,0.99
"9096",2004,31,4,0.99
"9097",2005,31,4,0.98
"9098",2006,31,4,1
"9099",2007,31,4,0.99
"9100",2008,31,4,1
"9101",2009,31,4,0.99
"9102",2010,31,4,0.99
"9103",2011,31,4,0.98
"9104",2012,31,4,0.99
"9105",2013,31,4,0.98
"9106",2014,31,4,0.98
"9107",2015,31,4,1
"9108",1977,32,4,1
"9109",1978,32,4,1
"9110",1979,32,4,1
"9111",1980,32,4,0.94
"9112",1981,32,4,0.97
"9113",1982,32,4,1
"9114",1983,32,4,0.96
"9115",1984,32,4,1
"9116",1985,32,4,0.97
"9117",1986,32,4,0.94
"9118",1987,32,4,0.93
"9119",1988,32,4,1
"9120",1989,32,4,0.99
"9121",1990,32,4,0.99
"9122",1991,32,4,0.99
"9123",1992,32,4,0.98
"9124",1993,32,4,1
"9125",1994,32,4,0.99
"9126",1995,32,4,0.98
"9127",1996,32,4,1
"9128",1997,32,4,0.98
"9129",1998,32,4,0.98
"9130",1999,32,4,0.99
"9131",2000,32,4,0.96
"9132",2001,32,4,0.98
"9133",2002,32,4,0.97
"9134",2003,32,4,0.98
"9135",2004,32,4,0.99
"9136",2005,32,4,0.98
"9137",2006,32,4,0.98
"9138",2007,32,4,0.98
"9139",2008,32,4,0.98
"9140",2009,32,4,0.97
"9141",2010,32,4,0.97
"9142",2011,32,4,0.96
"9143",2012,32,4,0.98
"9144",2013,32,4,0.96
"9145",2014,32,4,0.96
"9146",2015,32,4,0.99
"9147",1977,33,4,1
"9148",1978,33,4,1
"9149",1979,33,4,1
"9150",1980,33,4,0.94
"9151",1981,33,4,1
"9152",1982,33,4,1
"9153",1983,33,4,1
"9154",1984,33,4,1
"9155",1985,33,4,1
"9156",1986,33,4,0.98
"9157",1987,33,4,0.98
"9158",1988,33,4,0.98
"9159",1989,33,4,1
"9160",1990,33,4,1
"9161",1991,33,4,0.99
"9162",1992,33,4,0.98
"9163",1993,33,4,1
"9164",1994,33,4,1
"9165",1995,33,4,0.97
"9166",1996,33,4,0.99
"9167",1997,33,4,0.97
"9168",1998,33,4,0.99
"9169",1999,33,4,0.96
"9170",2000,33,4,0.95
"9171",2001,33,4,0.99
"9172",2002,33,4,0.98
"9173",2003,33,4,0.98
"9174",2004,33,4,0.98
"9175",2005,33,4,0.99
"9176",2006,33,4,0.98
"9177",2007,33,4,0.98
"9178",2008,33,4,0.97
"9179",2009,33,4,0.98
"9180",2010,33,4,0.99
"9181",2011,33,4,0.97
"9182",2012,33,4,0.99
"9183",2013,33,4,0.99
"9184",2014,33,4,0.97
"9185",2015,33,4,0.99
"9186",1976,34,4,1
"9187",1977,34,4,1
"9188",1978,34,4,0.97
"9189",1979,34,4,0.98
"9190",1980,34,4,0.96
"9191",1981,34,4,1
"9192",1982,34,4,0.99
"9193",1983,34,4,0.99
"9194",1984,34,4,0.99
"9195",1985,34,4,0.99
"9196",1986,34,4,0.99
"9197",1987,34,4,0.98
"9198",1988,34,4,0.98
"9199",1989,34,4,0.98
"9200",1990,34,4,0.98
"9201",1991,34,4,0.98
"9202",1992,34,4,0.99
"9203",1993,34,4,0.98
"9204",1994,34,4,0.99
"9205",1995,34,4,0.98
"9206",1996,34,4,0.98
"9207",1997,34,4,0.99
"9208",1998,34,4,0.98
"9209",1999,34,4,0.99
"9210",2000,34,4,0.98
"9211",2001,34,4,0.97
"9212",2002,34,4,0.96
"9213",2003,34,4,0.99
"9214",2004,34,4,0.98
"9215",2005,34,4,0.98
"9216",2006,34,4,0.97
"9217",2007,34,4,0.98
"9218",2008,34,4,0.97
"9219",2009,34,4,0.97
"9220",2010,34,4,0.98
"9221",2011,34,4,0.98
"9222",2012,34,4,0.99
"9223",2013,34,4,0.96
"9224",2014,34,4,0.95
"9225",2015,34,4,0.98
"9226",1977,35,4,1
"9227",1978,35,4,1
"9228",1979,35,4,1
"9229",1980,35,4,1
"9230",1981,35,4,1
"9231",1982,35,4,1
"9232",1983,35,4,0.92
"9233",1984,35,4,1
"9234",1985,35,4,0.98
"9235",1986,35,4,0.98
"9236",1987,35,4,0.93
"9237",1988,35,4,0.97
"9238",1989,35,4,0.96
"9239",1990,35,4,1
"9240",1991,35,4,0.98
"9241",1992,35,4,0.99
"9242",1993,35,4,1
"9243",1994,35,4,0.99
"9244",1995,35,4,0.99
"9245",1996,35,4,0.97
"9246",1997,35,4,1
"9247",1998,35,4,0.99
"9248",1999,35,4,0.95
"9249",2000,35,4,1
"9250",2001,35,4,0.98
"9251",2002,35,4,0.97
"9252",2003,35,4,0.97
"9253",2004,35,4,0.98
"9254",2005,35,4,1
"9255",2006,35,4,0.98
"9256",2007,35,4,0.98
"9257",2008,35,4,0.97
"9258",2009,35,4,1
"9259",2010,35,4,0.99
"9260",2011,35,4,0.97
"9261",2012,35,4,0.98
"9262",2013,35,4,0.94
"9263",2014,35,4,0.98
"9264",2015,35,4,0.98
"9265",1976,36,4,1
"9266",1977,36,4,0.97
"9267",1978,36,4,1
"9268",1979,36,4,0.98
"9269",1980,36,4,0.99
"9270",1981,36,4,0.99
"9271",1982,36,4,0.99
"9272",1983,36,4,0.98
"9273",1984,36,4,1
"9274",1985,36,4,0.98
"9275",1986,36,4,0.97
"9276",1987,36,4,0.99
"9277",1988,36,4,0.97
"9278",1989,36,4,0.98
"9279",1990,36,4,0.98
"9280",1991,36,4,0.97
"9281",1992,36,4,0.99
"9282",1993,36,4,0.98
"9283",1994,36,4,0.97
"9284",1995,36,4,0.98
"9285",1996,36,4,0.98
"9286",1997,36,4,0.97
"9287",1998,36,4,0.97
"9288",1999,36,4,0.97
"9289",2000,36,4,0.99
"9290",2001,36,4,0.97
"9291",2002,36,4,0.98
"9292",2003,36,4,0.97
"9293",2004,36,4,0.98
"9294",2005,36,4,0.98
"9295",2006,36,4,0.99
"9296",2007,36,4,0.97
"9297",2008,36,4,0.99
"9298",2009,36,4,0.97
"9299",2010,36,4,0.98
"9300",2011,36,4,0.98
"9301",2012,36,4,0.98
"9302",2013,36,4,0.99
"9303",2014,36,4,0.99
"9304",2015,36,4,0.97
"9305",1976,37,4,1
"9306",1977,37,4,1
"9307",1978,37,4,0.86
"9308",1979,37,4,1
"9309",1980,37,4,1
"9310",1981,37,4,1
"9311",1982,37,4,1
"9312",1983,37,4,1
"9313",1984,37,4,0.98
"9314",1985,37,4,1
"9315",1986,37,4,0.99
"9316",1987,37,4,1
"9317",1988,37,4,0.98
"9318",1989,37,4,0.98
"9319",1990,37,4,0.99
"9320",1991,37,4,0.99
"9321",1992,37,4,0.99
"9322",1993,37,4,0.98
"9323",1994,37,4,0.99
"9324",1995,37,4,0.98
"9325",1996,37,4,0.99
"9326",1997,37,4,0.99
"9327",1998,37,4,0.99
"9328",1999,37,4,0.97
"9329",2000,37,4,0.99
"9330",2001,37,4,0.98
"9331",2002,37,4,0.97
"9332",2003,37,4,0.98
"9333",2004,37,4,0.99
"9334",2005,37,4,0.98
"9335",2006,37,4,0.99
"9336",2007,37,4,0.98
"9337",2008,37,4,0.97
"9338",2009,37,4,0.97
"9339",2010,37,4,0.97
"9340",2011,37,4,0.97
"9341",2012,37,4,0.99
"9342",2013,37,4,0.97
"9343",2014,37,4,0.99
"9344",2015,37,4,0.98
"9345",1977,38,4,1
"9346",1978,38,4,1
"9347",1979,38,4,1
"9348",1980,38,4,1
"9349",1981,38,4,1
"9350",1982,38,4,1
"9351",1983,38,4,1
"9352",1984,38,4,1
"9353",1985,38,4,0.96
"9354",1986,38,4,0.97
"9355",1987,38,4,0.97
"9356",1988,38,4,0.97
"9357",1989,38,4,1
"9358",1990,38,4,1
"9359",1991,38,4,0.98
"9360",1992,38,4,0.96
"9361",1993,38,4,1
"9362",1994,38,4,0.99
"9363",1995,38,4,0.98
"9364",1996,38,4,0.99
"9365",1997,38,4,1
"9366",1998,38,4,1
"9367",1999,38,4,0.95
"9368",2000,38,4,0.98
"9369",2001,38,4,0.99
"9370",2002,38,4,0.99
"9371",2003,38,4,0.98
"9372",2004,38,4,0.98
"9373",2005,38,4,0.98
"9374",2006,38,4,0.99
"9375",2007,38,4,1
"9376",2008,38,4,0.99
"9377",2009,38,4,0.97
"9378",2010,38,4,0.99
"9379",2011,38,4,0.98
"9380",2012,38,4,0.99
"9381",2013,38,4,0.99
"9382",2014,38,4,0.96
"9383",2015,38,4,0.99
"9384",1976,39,4,1
"9385",1977,39,4,1
"9386",1978,39,4,0.96
"9387",1979,39,4,1
"9388",1980,39,4,1
"9389",1981,39,4,0.99
"9390",1982,39,4,1
"9391",1983,39,4,0.99
"9392",1984,39,4,1
"9393",1985,39,4,0.99
"9394",1986,39,4,0.98
"9395",1987,39,4,0.99
"9396",1988,39,4,0.97
"9397",1989,39,4,1
"9398",1990,39,4,0.99
"9399",1991,39,4,0.98
"9400",1992,39,4,0.99
"9401",1993,39,4,0.99
"9402",1994,39,4,0.99
"9403",1995,39,4,0.98
"9404",1996,39,4,0.97
"9405",1997,39,4,1
"9406",1998,39,4,0.98
"9407",1999,39,4,0.98
"9408",2000,39,4,0.98
"9409",2001,39,4,0.99
"9410",2002,39,4,0.99
"9411",2003,39,4,1
"9412",2004,39,4,1
"9413",2005,39,4,0.99
"9414",2006,39,4,0.98
"9415",2007,39,4,0.99
"9416",2008,39,4,0.98
"9417",2009,39,4,0.97
"9418",2010,39,4,0.98
"9419",2011,39,4,0.97
"9420",2012,39,4,0.97
"9421",2013,39,4,0.98
"9422",2014,39,4,0.97
"9423",2015,39,4,0.98
"9424",1977,40,4,1
"9425",1978,40,4,1
"9426",1979,40,4,1
"9427",1980,40,4,1
"9428",1981,40,4,0.96
"9429",1982,40,4,1
"9430",1983,40,4,0.97
"9431",1984,40,4,0.94
"9432",1985,40,4,1
"9433",1986,40,4,1
"9434",1987,40,4,0.98
"9435",1988,40,4,0.93
"9436",1989,40,4,1
"9437",1990,40,4,1
"9438",1991,40,4,0.99
"9439",1992,40,4,0.99
"9440",1993,40,4,1
"9441",1994,40,4,0.98
"9442",1995,40,4,0.99
"9443",1996,40,4,0.98
"9444",1997,40,4,0.97
"9445",1998,40,4,1
"9446",1999,40,4,0.96
"9447",2000,40,4,1
"9448",2001,40,4,0.99
"9449",2002,40,4,0.97
"9450",2003,40,4,0.98
"9451",2004,40,4,0.98
"9452",2005,40,4,0.99
"9453",2006,40,4,0.96
"9454",2007,40,4,0.99
"9455",2008,40,4,0.98
"9456",2009,40,4,0.97
"9457",2010,40,4,0.96
"9458",2011,40,4,0.96
"9459",2012,40,4,0.96
"9460",2013,40,4,0.96
"9461",2014,40,4,0.99
"9462",2015,40,4,0.99
"9463",1977,41,4,1
"9464",1978,41,4,1
"9465",1979,41,4,0.89
"9466",1980,41,4,0.86
"9467",1981,41,4,1
"9468",1982,41,4,0.96
"9469",1983,41,4,0.96
"9470",1984,41,4,0.94
"9471",1985,41,4,0.98
"9472",1986,41,4,1
"9473",1987,41,4,0.98
"9474",1988,41,4,0.97
"9475",1989,41,4,1
"9476",1990,41,4,1
"9477",1991,41,4,0.99
"9478",1992,41,4,0.97
"9479",1993,41,4,0.98
"9480",1994,41,4,0.98
"9481",1995,41,4,0.99
"9482",1996,41,4,0.98
"9483",1997,41,4,0.99
"9484",1998,41,4,0.98
"9485",1999,41,4,0.99
"9486",2000,41,4,0.95
"9487",2001,41,4,0.97
"9488",2002,41,4,0.97
"9489",2003,41,4,1
"9490",2004,41,4,1
"9491",2005,41,4,0.98
"9492",2006,41,4,0.98
"9493",2007,41,4,0.99
"9494",2008,41,4,0.95
"9495",2009,41,4,0.97
"9496",2010,41,4,0.98
"9497",2011,41,4,0.97
"9498",2012,41,4,0.99
"9499",2013,41,4,0.98
"9500",2014,41,4,0.99
"9501",2015,41,4,0.96
"9502",1976,42,4,1
"9503",1977,42,4,1
"9504",1978,42,4,1
"9505",1979,42,4,1
"9506",1980,42,4,1
"9507",1981,42,4,1
"9508",1982,42,4,0.98
"9509",1983,42,4,0.99
"9510",1984,42,4,0.97
"9511",1985,42,4,0.98
"9512",1986,42,4,0.98
"9513",1987,42,4,0.97
"9514",1988,42,4,0.98
"9515",1989,42,4,0.99
"9516",1990,42,4,0.98
"9517",1991,42,4,0.99
"9518",1992,42,4,0.99
"9519",1993,42,4,0.99
"9520",1994,42,4,1
"9521",1995,42,4,0.98
"9522",1996,42,4,0.98
"9523",1997,42,4,0.98
"9524",1998,42,4,0.99
"9525",1999,42,4,0.98
"9526",2000,42,4,0.97
"9527",2001,42,4,0.98
"9528",2002,42,4,0.98
"9529",2003,42,4,0.98
"9530",2004,42,4,0.98
"9531",2005,42,4,0.99
"9532",2006,42,4,0.98
"9533",2007,42,4,0.97
"9534",2008,42,4,0.98
"9535",2009,42,4,0.98
"9536",2010,42,4,0.98
"9537",2011,42,4,0.99
"9538",2012,42,4,0.98
"9539",2013,42,4,0.98
"9540",2014,42,4,0.97
"9541",2015,42,4,0.98
"9542",1977,44,4,1
"9543",1978,44,4,1
"9544",1979,44,4,1
"9545",1980,44,4,1
"9546",1981,44,4,1
"9547",1982,44,4,1
"9548",1983,44,4,1
"9549",1984,44,4,1
"9550",1985,44,4,1
"9551",1986,44,4,1
"9552",1987,44,4,0.97
"9553",1988,44,4,0.98
"9554",1989,44,4,1
"9555",1990,44,4,0.98
"9556",1991,44,4,1
"9557",1992,44,4,1
"9558",1993,44,4,1
"9559",1994,44,4,1
"9560",1995,44,4,1
"9561",1996,44,4,1
"9562",1997,44,4,1
"9563",1998,44,4,0.98
"9564",1999,44,4,0.97
"9565",2000,44,4,0.98
"9566",2001,44,4,0.99
"9567",2002,44,4,0.98
"9568",2003,44,4,0.99
"9569",2004,44,4,0.97
"9570",2005,44,4,0.99
"9571",2006,44,4,0.97
"9572",2007,44,4,1
"9573",2008,44,4,0.98
"9574",2009,44,4,0.99
"9575",2010,44,4,0.99
"9576",2011,44,4,0.97
"9577",2012,44,4,0.99
"9578",2013,44,4,0.99
"9579",2014,44,4,0.98
"9580",2015,44,4,0.99
"9581",1978,45,4,1
"9582",1979,45,4,1
"9583",1980,45,4,1
"9584",1981,45,4,1
"9585",1982,45,4,1
"9586",1983,45,4,1
"9587",1984,45,4,1
"9588",1985,45,4,0.93
"9589",1986,45,4,1
"9590",1987,45,4,1
"9591",1988,45,4,0.98
"9592",1989,45,4,0.99
"9593",1990,45,4,0.98
"9594",1991,45,4,0.99
"9595",1992,45,4,1
"9596",1993,45,4,0.99
"9597",1994,45,4,0.97
"9598",1995,45,4,0.98
"9599",1996,45,4,0.97
"9600",1997,45,4,0.97
"9601",1998,45,4,0.99
"9602",1999,45,4,0.97
"9603",2000,45,4,1
"9604",2001,45,4,0.97
"9605",2002,45,4,0.98
"9606",2003,45,4,0.98
"9607",2004,45,4,0.97
"9608",2005,45,4,0.95
"9609",2006,45,4,0.97
"9610",2007,45,4,0.97
"9611",2008,45,4,0.99
"9612",2009,45,4,0.99
"9613",2010,45,4,0.98
"9614",2011,45,4,0.99
"9615",2012,45,4,0.99
"9616",2013,45,4,0.98
"9617",2014,45,4,0.98
"9618",2015,45,4,0.99
"9619",1977,46,4,1
"9620",1978,46,4,1
"9621",1979,46,4,1
"9622",1980,46,4,1
"9623",1981,46,4,1
"9624",1982,46,4,1
"9625",1983,46,4,0.94
"9626",1984,46,4,1
"9627",1985,46,4,1
"9628",1986,46,4,1
"9629",1987,46,4,1
"9630",1988,46,4,1
"9631",1989,46,4,0.98
"9632",1990,46,4,0.94
"9633",1991,46,4,0.98
"9634",1992,46,4,0.98
"9635",1993,46,4,1
"9636",1994,46,4,0.99
"9637",1995,46,4,0.99
"9638",1996,46,4,1
"9639",1997,46,4,1
"9640",1998,46,4,0.99
"9641",1999,46,4,0.98
"9642",2000,46,4,0.99
"9643",2001,46,4,0.99
"9644",2002,46,4,0.99
"9645",2003,46,4,0.98
"9646",2004,46,4,1
"9647",2005,46,4,1
"9648",2006,46,4,0.99
"9649",2007,46,4,0.99
"9650",2008,46,4,0.99
"9651",2009,46,4,1
"9652",2010,46,4,0.98
"9653",2011,46,4,1
"9654",2012,46,4,0.98
"9655",2013,46,4,0.99
"9656",2014,46,4,0.99
"9657",2015,46,4,0.98
"9658",1977,47,4,0.75
"9659",1978,47,4,1
"9660",1979,47,4,1
"9661",1980,47,4,0.91
"9662",1981,47,4,1
"9663",1982,47,4,0.95
"9664",1983,47,4,1
"9665",1984,47,4,1
"9666",1985,47,4,0.95
"9667",1986,47,4,1
"9668",1987,47,4,0.97
"9669",1988,47,4,1
"9670",1989,47,4,1
"9671",1990,47,4,0.98
"9672",1991,47,4,0.98
"9673",1992,47,4,1
"9674",1993,47,4,0.99
"9675",1994,47,4,0.98
"9676",1995,47,4,1
"9677",1996,47,4,0.96
"9678",1997,47,4,0.99
"9679",1998,47,4,1
"9680",1999,47,4,0.97
"9681",2000,47,4,0.97
"9682",2001,47,4,0.99
"9683",2002,47,4,0.99
"9684",2003,47,4,0.97
"9685",2004,47,4,0.98
"9686",2005,47,4,0.98
"9687",2006,47,4,1
"9688",2007,47,4,0.99
"9689",2008,47,4,0.99
"9690",2009,47,4,0.97
"9691",2010,47,4,0.99
"9692",2011,47,4,0.99
"9693",2012,47,4,0.98
"9694",2013,47,4,0.97
